"","SDG","Estimate","Std.Error","Demographic","Year","Data","District","Direction","Label","Order","SDG_Achievement"
"52","four.antenatal",66.67,2.77555756156289e-17,"MIDDLE","2010","DHS","BUGESERA",2,"Four Antenatal Visits",16,66.67
"53","four.antenatal",77.72,0.247043185231311,"RICHER","2010","DHS","BUGESERA",2,"Four Antenatal Visits",16,77.72
"54","four.antenatal",100,0,"RICHEST","2010","DHS","BUGESERA",2,"Four Antenatal Visits",16,100
"55","met.need.contraceptive",52.81,0.123521592615656,"TOTAL","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,52.81
"56","met.need.contraceptive",52.81,0.123521592615656,"RURAL","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,52.81
"57","met.need.contraceptive",69.73,0.14728490829964,"POOREST","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,69.73
"58","met.need.contraceptive",48.19,0.164695456820874,"POORER","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,48.19
"59","met.need.contraceptive",25.87,0.249699980419686,"MIDDLE","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,25.87
"60","met.need.contraceptive",100,0,"RICHER","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,100
"61","met.need.contraceptive",0,0,"RICHEST","2010","DHS","BUGESERA",2,"Met Need for Contraceptive",17,0
"62","skilled.delivery",54.34,0.15853721810686,"TOTAL","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,54.34
"63","skilled.delivery",48.08,0.169465979736626,"MALE","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,48.08
"64","skilled.delivery",61.93,0.113352271430435,"FEMALE","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,61.93
"65","skilled.delivery",54.34,0.15853721810686,"RURAL","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,54.34
"66","skilled.delivery",13.45,0.0715038487405417,"POOREST","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,13.45
"67","skilled.delivery",77.19,0.0246083926202633,"POORER","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,77.19
"68","skilled.delivery",70.98,0.0416166634032811,"MIDDLE","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,70.98
"69","skilled.delivery",78.3,0.151447816037705,"RICHER","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,78.3
"70","skilled.delivery",100,0,"RICHEST","2010","DHS","BUGESERA",2,"Skilled Individual at Delivery of Child",NA,100
"71","mal.nourished.children",39.52,0.0605818040491064,"TOTAL","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,60.48
"72","mal.nourished.children",37.24,0.0323320227954894,"MALE","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,62.76
"73","mal.nourished.children",41,0.08279793765171,"FEMALE","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,59
"74","mal.nourished.children",33.33,0,"URBAN","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,66.67
"75","mal.nourished.children",45.45,5.55111512312578e-17,"RURAL","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,54.55
"76","mal.nourished.children",37.5,0,"POOREST","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,62.5
"77","mal.nourished.children",100,0,"POORER","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,0
"78","mal.nourished.children",50,0,"MIDDLE","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,50
"79","mal.nourished.children",100,0,"RICHER","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,0
"80","mal.nourished.children",14.29,2.77555756156289e-17,"RICHEST","2010","DHS","BURERA",1,"Under 5 Malnutrition",3,85.71
"81","underweight",4.56,0.00414401735670935,"TOTAL","2010","DHS","BURERA",1,"Underweight",4,95.44
"82","underweight",0,0,"FEMALE","2010","DHS","BURERA",1,"Underweight",4,100
"83","underweight",10.66,0.0169397817133797,"MALE","2010","DHS","BURERA",1,"Underweight",4,89.34
"84","underweight",4.98,2.42861286636753e-17,"URBAN","2010","DHS","BURERA",1,"Underweight",4,95.02
"85","underweight",4.15,6.93889390390723e-18,"RURAL","2010","DHS","BURERA",1,"Underweight",4,95.85
"86","underweight",0,0,"POOREST","2010","DHS","BURERA",1,"Underweight",4,100
"87","underweight",0,0,"POORER","2010","DHS","BURERA",1,"Underweight",4,100
"88","underweight",0,0,"MIDDLE","2010","DHS","BURERA",1,"Underweight",4,100
"89","underweight",0,0,"RICHER","2010","DHS","BURERA",1,"Underweight",4,100
"90","underweight",9.18,0.0377490207149929,"RICHEST","2010","DHS","BURERA",1,"Underweight",4,90.82
"91","overweight",0,0,"TOTAL","2010","DHS","BURERA",1,"Overweight",5,100
"92","overweight",0,0,"FEMALE","2010","DHS","BURERA",1,"Overweight",5,100
"93","overweight",0,0,"MALE","2010","DHS","BURERA",1,"Overweight",5,100
"94","overweight",0,0,"URBAN","2010","DHS","BURERA",1,"Overweight",5,100
"95","overweight",0,0,"RURAL","2010","DHS","BURERA",1,"Overweight",5,100
"96","overweight",0,0,"POOREST","2010","DHS","BURERA",1,"Overweight",5,100
"97","overweight",0,0,"POORER","2010","DHS","BURERA",1,"Overweight",5,100
"98","overweight",0,0,"MIDDLE","2010","DHS","BURERA",1,"Overweight",5,100
"99","overweight",0,0,"RICHER","2010","DHS","BURERA",1,"Overweight",5,100
"100","overweight",0,0,"RICHEST","2010","DHS","BURERA",1,"Overweight",5,100
"101","bednet",93.66,0.00456851587695453,"TOTAL","2010","DHS","BURERA",2,"Use Bednets",11,93.66
"102","bednet",92.02,0.00711404581115864,"MALE","2010","DHS","BURERA",2,"Use Bednets",11,92.02
"103","bednet",95.02,0.00287684433584907,"FEMALE","2010","DHS","BURERA",2,"Use Bednets",11,95.02
"104","bednet",93.2,4.61870125478825e-17,"URBAN","2010","DHS","BURERA",2,"Use Bednets",11,93.2
"105","bednet",94.12,4.14165229889463e-17,"RURAL","2010","DHS","BURERA",2,"Use Bednets",11,94.12
"106","bednet",92.17,0.0164577363555206,"POOREST","2010","DHS","BURERA",2,"Use Bednets",11,92.17
"107","bednet",100,0,"POORER","2010","DHS","BURERA",2,"Use Bednets",11,100
"108","bednet",100,0,"MIDDLE","2010","DHS","BURERA",2,"Use Bednets",11,100
"109","bednet",100,0,"RICHER","2010","DHS","BURERA",2,"Use Bednets",11,100
"110","bednet",92.77,0.0266733916157464,"RICHEST","2010","DHS","BURERA",2,"Use Bednets",11,92.77
"111","one.or.more.antenatal",100,1.5055528715315e-18,"TOTAL","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"112","one.or.more.antenatal",100,0,"MALE","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"113","one.or.more.antenatal",100,0,"FEMALE","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"114","one.or.more.antenatal",100,0,"URBAN","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"115","one.or.more.antenatal",100,0,"RURAL","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"116","one.or.more.antenatal",100,0,"POOREST","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"117","one.or.more.antenatal",100,0,"POORER","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"118","one.or.more.antenatal",100,0,"MIDDLE","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"119","one.or.more.antenatal",100,0,"RICHER","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"120","one.or.more.antenatal",100,0,"RICHEST","2010","DHS","BURERA",2,"One or More Antenatal Visits",15,100
"121","four.antenatal",36.06,0.0758789007731175,"TOTAL","2010","DHS","BURERA",2,"Four Antenatal Visits",16,36.06
"122","four.antenatal",44.51,0.207496108708454,"MALE","2010","DHS","BURERA",2,"Four Antenatal Visits",16,44.51
"123","four.antenatal",29.74,0.0408694093483813,"FEMALE","2010","DHS","BURERA",2,"Four Antenatal Visits",16,29.74
"124","four.antenatal",28.57,2.08166817117217e-17,"URBAN","2010","DHS","BURERA",2,"Four Antenatal Visits",16,28.57
"125","four.antenatal",43.75,0,"RURAL","2010","DHS","BURERA",2,"Four Antenatal Visits",16,43.75
"126","four.antenatal",41.07,0.0792291348648203,"POOREST","2010","DHS","BURERA",2,"Four Antenatal Visits",16,41.07
"127","four.antenatal",0,0,"POORER","2010","DHS","BURERA",2,"Four Antenatal Visits",16,0
"128","four.antenatal",0,0,"MIDDLE","2010","DHS","BURERA",2,"Four Antenatal Visits",16,0
"129","four.antenatal",100,0,"RICHER","2010","DHS","BURERA",2,"Four Antenatal Visits",16,100
"130","four.antenatal",38.19,0.031663246260672,"RICHEST","2010","DHS","BURERA",2,"Four Antenatal Visits",16,38.19
"131","met.need.contraceptive",59.86,0.106454482850241,"TOTAL","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,59.86
"132","met.need.contraceptive",50,0,"URBAN","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,50
"133","met.need.contraceptive",71.43,7.63278329429795e-17,"RURAL","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,71.43
"134","met.need.contraceptive",62.64,0.131661993413112,"POOREST","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,62.64
"135","met.need.contraceptive",64.93,0.209452514596076,"POORER","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,64.93
"136","met.need.contraceptive",0,0,"MIDDLE","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,0
"137","met.need.contraceptive",0,0,"RICHER","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,0
"138","met.need.contraceptive",60.64,0.10554415420224,"RICHEST","2010","DHS","BURERA",2,"Met Need for Contraceptive",17,60.64
"139","skilled.delivery",67.35,0.186321263064526,"TOTAL","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,67.35
"140","skilled.delivery",65.16,0.332649338081791,"MALE","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,65.16
"141","skilled.delivery",68.74,0.0916153598416857,"FEMALE","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,68.74
"142","skilled.delivery",85,1.09287578986539e-16,"URBAN","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,85
"143","skilled.delivery",47.62,3.46944695195361e-17,"RURAL","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,47.62
"144","skilled.delivery",56.12,0.0175740754609047,"POOREST","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,56.12
"145","skilled.delivery",52.6,0.314178771894114,"POORER","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,52.6
"146","skilled.delivery",0,0,"MIDDLE","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,0
"147","skilled.delivery",100,0,"RICHER","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,100
"148","skilled.delivery",88.21,0.0828829144311269,"RICHEST","2010","DHS","BURERA",2,"Skilled Individual at Delivery of Child",NA,88.21
"149","mal.nourished.children",58.14,0.122560496584046,"TOTAL","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,41.86
"150","mal.nourished.children",69.98,0.186696585886421,"MALE","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,30.02
"151","mal.nourished.children",37.25,0.0323090541433653,"FEMALE","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,62.75
"152","mal.nourished.children",58.14,0.122560496584046,"RURAL","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,41.86
"153","mal.nourished.children",63.1,0.465670523247574,"POOREST","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,36.9
"154","mal.nourished.children",60,8.32667268468868e-17,"POORER","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,40
"155","mal.nourished.children",67.58,0.122902405155843,"MIDDLE","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,32.42
"156","mal.nourished.children",46.09,0.496947946216968,"RICHER","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,53.91
"157","mal.nourished.children",50,0,"RICHEST","2010","DHS","GAKENKE",1,"Under 5 Malnutrition",3,50
"158","underweight",6.34,0.0244829817180498,"TOTAL","2010","DHS","GAKENKE",1,"Underweight",4,93.66
"159","underweight",4.25,0.030833542501971,"FEMALE","2010","DHS","GAKENKE",1,"Underweight",4,95.75
"160","underweight",8.88,0.0829762608300704,"MALE","2010","DHS","GAKENKE",1,"Underweight",4,91.12
"161","underweight",6.34,0.0244829817180498,"RURAL","2010","DHS","GAKENKE",1,"Underweight",4,93.66
"162","underweight",0,0,"POOREST","2010","DHS","GAKENKE",1,"Underweight",4,100
"163","underweight",12.29,0.0350512351333113,"POORER","2010","DHS","GAKENKE",1,"Underweight",4,87.71
"164","underweight",7.07,0.0815889700232894,"MIDDLE","2010","DHS","GAKENKE",1,"Underweight",4,92.93
"165","underweight",8.32,0.0831157021415728,"RICHER","2010","DHS","GAKENKE",1,"Underweight",4,91.68
"166","underweight",0,0,"RICHEST","2010","DHS","GAKENKE",1,"Underweight",4,100
"167","overweight",2.01,0.0224766669971408,"TOTAL","2010","DHS","GAKENKE",1,"Overweight",5,97.99
"168","overweight",0,0,"FEMALE","2010","DHS","GAKENKE",1,"Overweight",5,100
"169","overweight",4.44,0.0414881304150352,"MALE","2010","DHS","GAKENKE",1,"Overweight",5,95.56
"170","overweight",2.01,0.0224766669971408,"RURAL","2010","DHS","GAKENKE",1,"Overweight",5,97.99
"171","overweight",0,0,"POOREST","2010","DHS","GAKENKE",1,"Overweight",5,100
"172","overweight",0,0,"POORER","2010","DHS","GAKENKE",1,"Overweight",5,100
"173","overweight",0,0,"MIDDLE","2010","DHS","GAKENKE",1,"Overweight",5,100
"174","overweight",7.17,0.0717479901344424,"RICHER","2010","DHS","GAKENKE",1,"Overweight",5,92.83
"175","overweight",0,0,"RICHEST","2010","DHS","GAKENKE",1,"Overweight",5,100
"176","bednet",92.49,0.0128033807975538,"TOTAL","2010","DHS","GAKENKE",2,"Use Bednets",11,92.49
"177","bednet",97.01,0.00895697765972301,"MALE","2010","DHS","GAKENKE",2,"Use Bednets",11,97.01
"178","bednet",88.8,0.022943745172376,"FEMALE","2010","DHS","GAKENKE",2,"Use Bednets",11,88.8
"179","bednet",92.49,0.0128033807975538,"RURAL","2010","DHS","GAKENKE",2,"Use Bednets",11,92.49
"180","bednet",95.98,0.00724178146159805,"POOREST","2010","DHS","GAKENKE",2,"Use Bednets",11,95.98
"181","bednet",87.83,0.00364408553771059,"POORER","2010","DHS","GAKENKE",2,"Use Bednets",11,87.83
"182","bednet",92.23,0.0246503880237831,"MIDDLE","2010","DHS","GAKENKE",2,"Use Bednets",11,92.23
"183","bednet",87.6,0.124992710219884,"RICHER","2010","DHS","GAKENKE",2,"Use Bednets",11,87.6
"184","bednet",100,1.11022302462516e-16,"RICHEST","2010","DHS","GAKENKE",2,"Use Bednets",11,100
"185","one.or.more.antenatal",100,0,"TOTAL","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"186","one.or.more.antenatal",100,0,"MALE","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"187","one.or.more.antenatal",100,0,"FEMALE","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"188","one.or.more.antenatal",100,0,"RURAL","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"189","one.or.more.antenatal",100,0,"POOREST","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"190","one.or.more.antenatal",100,0,"POORER","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"191","one.or.more.antenatal",100,0,"MIDDLE","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"192","one.or.more.antenatal",100,8.6740549410997e-18,"RICHER","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"193","one.or.more.antenatal",100,0,"RICHEST","2010","DHS","GAKENKE",2,"One or More Antenatal Visits",15,100
"194","four.antenatal",33.85,0.235694184061602,"TOTAL","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,33.85
"195","four.antenatal",40.13,0.254014129691967,"MALE","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,40.13
"196","four.antenatal",21.3,0.112706786300064,"FEMALE","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,21.3
"197","four.antenatal",33.85,0.235694184061602,"RURAL","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,33.85
"198","four.antenatal",21.66,0.0699320098028335,"POOREST","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,21.66
"199","four.antenatal",0,0,"POORER","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,0
"200","four.antenatal",63.1,0.465670560782786,"MIDDLE","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,63.1
"201","four.antenatal",46.09,0.496947934273401,"RICHER","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,46.09
"202","four.antenatal",50,0,"RICHEST","2010","DHS","GAKENKE",2,"Four Antenatal Visits",16,50
"203","met.need.contraceptive",56.28,0.218661245770848,"TOTAL","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,56.28
"204","met.need.contraceptive",56.28,0.218661245770848,"RURAL","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,56.28
"205","met.need.contraceptive",79.4,0.072550306726407,"POOREST","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,79.4
"206","met.need.contraceptive",51.3,0.165649311424467,"POORER","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,51.3
"207","met.need.contraceptive",45.5,0.347413380544068,"MIDDLE","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,45.5
"208","met.need.contraceptive",0,0,"RICHER","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,0
"209","met.need.contraceptive",100,0,"RICHEST","2010","DHS","GAKENKE",2,"Met Need for Contraceptive",17,100
"210","skilled.delivery",61,0.154368314075445,"TOTAL","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,61
"211","skilled.delivery",73.13,0.120673824696236,"MALE","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,73.13
"212","skilled.delivery",43.32,0.139864019605667,"FEMALE","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,43.32
"213","skilled.delivery",61,0.154368314075445,"RURAL","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,61
"214","skilled.delivery",70.96,0.0582224096042823,"POOREST","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,70.96
"215","skilled.delivery",37.46,0.328224056219215,"POORER","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,37.46
"216","skilled.delivery",59,0.329345159264453,"MIDDLE","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,59
"217","skilled.delivery",100,0,"RICHER","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,100
"218","skilled.delivery",60,2.77555756156289e-17,"RICHEST","2010","DHS","GAKENKE",2,"Skilled Individual at Delivery of Child",NA,60
"219","mal.nourished.children",35.39,0.290304455863112,"TOTAL","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,64.61
"220","mal.nourished.children",48.95,0.499779899886087,"MALE","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,51.05
"221","mal.nourished.children",22.78,0.144268299903459,"FEMALE","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,77.22
"222","mal.nourished.children",35.39,0.290304455863112,"RURAL","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,64.61
"223","mal.nourished.children",0,0,"POOREST","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,100
"224","mal.nourished.children",0,0,"POORER","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,100
"225","mal.nourished.children",100,0,"MIDDLE","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,0
"226","mal.nourished.children",50,0,"RICHER","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,50
"227","mal.nourished.children",20.92,0.24332931761313,"RICHEST","2010","DHS","GASABO",1,"Under 5 Malnutrition",3,79.08
"228","underweight",15.32,0.0251867025700229,"TOTAL","2010","DHS","GASABO",1,"Underweight",4,84.68
"229","underweight",3.95,0.0259797071115823,"FEMALE","2010","DHS","GASABO",1,"Underweight",4,96.05
"230","underweight",25.55,0.0289254419221688,"MALE","2010","DHS","GASABO",1,"Underweight",4,74.45
"231","underweight",15.32,0.0251867025700229,"RURAL","2010","DHS","GASABO",1,"Underweight",4,84.68
"232","underweight",0,0,"POOREST","2010","DHS","GASABO",1,"Underweight",4,100
"233","underweight",0,0,"POORER","2010","DHS","GASABO",1,"Underweight",4,100
"234","underweight",0,0,"MIDDLE","2010","DHS","GASABO",1,"Underweight",4,100
"235","underweight",18.86,0.0243355941874334,"RICHER","2010","DHS","GASABO",1,"Underweight",4,81.14
"236","underweight",21.08,0.0875706130704843,"RICHEST","2010","DHS","GASABO",1,"Underweight",4,78.92
"237","overweight",7.08,0.056060814942583,"TOTAL","2010","DHS","GASABO",1,"Overweight",5,92.92
"238","overweight",12.18,0.0844340481126424,"FEMALE","2010","DHS","GASABO",1,"Overweight",5,87.82
"239","overweight",2.51,0.0325411221624399,"MALE","2010","DHS","GASABO",1,"Overweight",5,97.49
"240","overweight",7.08,0.056060814942583,"RURAL","2010","DHS","GASABO",1,"Overweight",5,92.92
"241","overweight",0,0,"POOREST","2010","DHS","GASABO",1,"Overweight",5,100
"242","overweight",0,0,"POORER","2010","DHS","GASABO",1,"Overweight",5,100
"243","overweight",0,0,"MIDDLE","2010","DHS","GASABO",1,"Overweight",5,100
"244","overweight",9.28,0.0119728334187965,"RICHER","2010","DHS","GASABO",1,"Overweight",5,90.72
"245","overweight",9.54,0.0856007514888096,"RICHEST","2010","DHS","GASABO",1,"Overweight",5,90.46
"246","bednet",84.39,0.0281164962551974,"TOTAL","2010","DHS","GASABO",2,"Use Bednets",11,84.39
